MAC_Address,Gateway,External,Other Local IP,Broadcast,Multicast
40:f6:bc:bc:89:7b,7164,85062,39326,192,9088
68:3a:48:0d:d4:1c,0,0,0,0,0
70:ee:50:57:95:29,70,20118,0,0,17436
54:af:97:bb:8d:8f,12,8884,0,0,0
70:09:71:9d:ad:10,1420,33472,0,40,204
00:16:6c:d7:d5:f9,28,5796,1380,0,80556
40:ac:bf:29:04:d4,0,0,0,0,0
10:5a:17:b8:a2:0b,712,10130,0,69092,0
10:5a:17:b8:9f:70,10,7034,0,69064,0
fc:67:1f:53:fa:6e,8,338,0,84,0
1c:90:ff:bf:89:46,0,322,0,76,0
cc:a7:c1:6a:b5:78,0,0,0,0,0
70:ee:50:96:bb:dc,14,7876,0,0,0
00:24:e4:e3:15:6e,0,0,0,0,0
00:24:e4:e4:55:26,0,0,0,0,0
00:24:e4:f6:91:38,0,0,0,0,0
00:24:e4:f7:ee:ac,0,0,0,0,0
70:3a:2d:4a:48:e2,0,0,0,0,0
b0:02:47:6f:63:37,18,5870,0,960,0
84:69:93:27:ad:35,130,22798,0,1744,96
18:48:be:31:4b:49,7776,67974,60250,0,5884
74:d4:23:32:a2:d7,0,0,0,0,0
6e:fe:2f:5a:d7:7e,0,0,0,0,0
90:48:6c:08:da:8a,20,9140,18,0,12
